,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.49560231574261593,0.5021321961620089,1.0,0.9167478928958985,0.20701361194423384,0.7420760053313558,0.6904689680276306,0.5945974802477139,0.5237293325167798,0.292110276812906,0.08962854190460234,0.0435950488221124,0.5297518189973687,0.5339644577312583,0.045205632543627416,0.4746189529489868,0.6226023017902094,0.022136284837927178,0.7388371947792223,0.5512367491165264,0.018822128595019194,0.26032493685575275,0.3317494970250152,9.400263206771342e-05,0.2622824680442477,0.8263164117609847,0.30975599610164295,0.285937948657903,0.5082474019173446,0.4706311452671912,0.4724714557116698,0.37451719132571526
1,0.5362948118459485,0.27998400852875704,0.015202895789670379,0.3573762972305303,0.48235061467981666,0.00835473489154026,0.3240308196322985,0.4736636059506054,0.013104715247990839,0.20542418469131007,0.4995377168651771,0.009982213510497218,0.9035682248579349,0.556552067762766,0.005811354492607279,0.7519549370444452,0.6122921994884223,0.011157043161290403,0.48254543183657006,0.5538189725467646,0.004900164865404122,0.46156734248070563,0.33179230341170296,0.0,0.5249060229891,0.38134458766194257,0.3927238584230963,0.18626150368868366,0.8285920003222884,0.6991939875270816,0.32707051897000383,0.36978295508106385
2,0.3895568915608578,0.03784648187638595,0.021642217565258193,0.9297632016512125,0.4702547707722289,0.02239849159644791,0.10671601043492274,0.4751939639832159,0.018126148193516656,0.42496918076878387,0.5111763746125177,0.009002141638561056,0.5501843915080826,0.5516525494103917,0.02257487706751249,0.7546056991384091,0.613491048593346,0.01675778992748178,0.8017860488353392,0.5540907855393584,0.02156988459435638,0.012048604000298724,0.3318351097984191,0.0002820078963168271,0.435870764577885,0.7264893548801155,0.21192416030805816,0.4071114732902288,0.5147728188189831,0.7252134468976976,0.5127513496229028,0.010904385112390003
3,0.42713204186134135,0.03816631130064252,0.016460278148215934,0.9690384725645629,0.48558056754885115,0.018432430675218825,0.9489777346355766,0.48515908605594404,0.014298836497232514,0.029026112294189943,0.4880078316201377,0.015535954118135464,0.021130270108756122,0.5396944029230895,0.014807778274530392,0.6589794565937552,0.6174872122762167,0.02311419300346529,0.49085118341346856,0.5369665670019117,0.012502289796771038,0.5310942726465981,0.3317494970250152,0.0,0.47085577189390904,0.758372611260782,0.7983119993344303,0.053265467518542664,0.0299836864577685,0.6080154318768223,0.33229219570004886,0.28445564625452846
4,0.39979959919833163,0.03278251599145676,0.024652314726608893,0.10205836821288017,0.4754292871032959,0.021553265498468477,0.9109992113085923,0.4813153961136436,0.007287201469665661,0.9234002017258263,0.49545874802853973,0.014446985371520782,0.8732682148907145,0.5764823119083076,0.008717031738967762,0.2868124585819203,0.6258791560102281,0.0026670222695770462,0.440267282832707,0.532481652623062,0.0027477559993087652,0.6227387534985382,0.33204914173197153,9.400263206771342e-05,0.45079576553527545,0.25820427728615414,0.761019099574554,0.9019677984943542,0.8069375352453108,0.27387471617473125,0.30245283373777454,0.32832658304935336
5,0.233299933199703,0.633928571428541,0.8587540483901677,0.382948225445773,0.3537457565670934,0.1653392282435533,0.64278347388219,0.4590006406149456,0.16962645437847357,0.03160372072190398,0.4068091586446769,0.11579367672145224,0.016645071264861144,0.6369373858163954,0.08800849351817419,0.34473161033790234,0.6124520460358553,0.04840645419389489,0.3538375070255597,0.526094047295544,0.050970873786468474,0.9784626936991998,0.35195411155353895,0.05113743184830355,0.2551944507031436,0.3922392025779686,0.5360167225273074,0.11083323842166237,0.011351506485141272,0.34453051956725744,0.27001203844781685,0.823325394276381
6,0.40714762859045095,0.041231343283570254,0.020308630215325252,0.7930737916403814,0.4727596321808534,0.01648190891062029,0.22902384274709675,0.4860488290981664,0.016503368034250343,0.33705031939953756,0.4980692880840252,0.020908199934638105,0.3786006179607,0.5447600066433438,0.0248100134108995,0.22186878727637804,0.6209239130433843,0.007467662354940785,0.6173109348654862,0.5557216634955466,0.005999267265110575,0.3837463308075826,0.33192072257185146,0.0,0.4453677638146587,0.6649783169809211,0.3018493427464364,0.3276119007935847,0.3640865423346611,0.25415849010076386,0.4009574328010075,0.20557586665722027
7,0.7752727677577127,0.04658848614072042,0.10234330348636433,0.052233243506606186,0.5064434263867383,0.07756574883777034,0.958927379724571,0.5072958929461606,0.030740967544389264,0.9232320968285421,0.5046500244737899,0.017895386402344116,0.2908402272500439,0.5661019764157231,0.021345552078742003,0.7013253810470701,0.5946291560101145,0.018402453660399942,0.8488727908573992,0.5445773307964146,0.007556328997992523,0.9033381118165664,0.33252001198584935,0.0007520210566553942,0.6651978259495053,0.25758805470057666,0.8134820176377104,0.879989476841871,0.2707292757592654,0.6652376940542979,0.5422596542708504,0.4800963948895287
8,0.11456245824990674,0.7170042643923011,0.8059439893313112,0.021959750014246993,0.13430671368772096,0.29953512564608786,0.48122307832304045,0.47334329845541845,0.1300061236986636,0.4834696850836053,0.567411758307486,0.002831318741144173,0.1320641881791289,0.5517355920943032,0.013857845328544727,0.2372432074222104,0.6126918158568628,0.015602080277318464,0.27090488977700034,0.5354715955424467,0.012135922330173798,0.935012628848412,0.3317494970250152,0.0,0.004606899573502687,0.1917003334616254,0.545600679835502,0.4542828130840064,0.12803235519217537,0.25191614182529065,0.20405169008523671,0.8502823857213926
9,0.4149409930971615,0.034328358208938425,0.015850638216804214,0.9453013015307761,0.48162552321939245,0.01722960892035985,0.05623976217921722,0.4774361164496099,0.015952235149995886,0.8875378236019458,0.4985587643443523,0.023013539511424597,0.4772251569818877,0.5571333665503175,0.027548055431452667,0.5019880715705938,0.6005434782608177,0.031337511668198204,0.6969337413351298,0.5236477303615743,0.018318373328497728,0.9813639156256357,0.33067933735719635,0.003478097386846457,0.4542814421118351,0.7419279851225156,0.18051445244717002,0.8759165654721528,0.42809453798435015,0.4839722185120934,0.4532259278069546,0.5155197440592687
