0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.4948059969677274,0.5505439833798107,0.9999131089613797,0.6752340331247808,0.540428804922584,0.6099775280899138,0.4449591455961013,0.49810971375669055,0.7414774629964569,0.5983985217123973,0.5646545592488792,0.06283125320568672,0.5086809158192835,0.4405605233615546,0.5234068170742177,0.2249238406859888,0.6477994277150003,0.34080510663421393,0.4241607449154614,0.5844204075948198,0.4967867816715028,0.5017866258295101,0.37535460427754685,0.5594946703513557,0.6017164729841227,0.6115211414412443,0.5509468485042248,0.5987691551727039,0.5003108138783858,0.23882585783958632,0.3086044014754705,0.5576049834226922
0.4438205401762332,0.5181236673774663,0.2250188263917039,0.46557358887716305,0.4831746947408817,0.339123595505626,0.44656758669501073,0.6393025229535283,0.40126805527651754,0.4897212811827103,0.5285219782824981,0.43030147603582236,0.5305388393165487,0.553749080633267,0.48806008657510347,0.6958986799051843,0.4191579234228442,0.4480481145303159,0.6020378992077013,0.48261454899960654,0.6211344596373394,0.5806533945890635,0.6076722022120791,0.7656849585471619,0.5510135061079495,0.5143850429257952,0.5388637817949018,0.620537540951986,0.33660502773464884,0.4515245659485174,0.5662570222285623,0.6181669406684307
0.4722892919310482,0.5538242851675363,0.22197764003938403,0.4613083697999798,0.5198057879049713,0.20883146067410507,0.5192691243646834,0.6588226217112378,0.17518362244102548,0.46608407761016224,0.5343544027691962,0.48270359605631086,0.5172119619100073,0.5242519258312939,0.34673049909697795,0.503413065553417,0.5641913067175324,0.5098885691093074,0.45391243976148843,0.5510886216981561,0.626275608962942,0.6420662033219244,0.42904726994546394,0.3312435846821842,0.5738900701557696,0.5378405115514227,0.5688306537620917,0.5433026284069626,0.4382888939333327,0.3793574247569822,0.35992079718698733,0.6775419172805854
0.36262563872185183,0.0,0.20497596014597264,0.4727192156427975,0.7609364484183914,0.22476404494379665,0.33082416521909863,0.6607514852250347,0.20116982564242392,0.19999230058519402,0.46673621319169456,0.1789764632131181,0.32083650365447625,0.688770177679686,0.411346501161006,0.4508349317387115,0.640850252077982,0.4816803187956893,0.24399656946828685,0.3841279420639836,0.3650680582870365,0.014685671653509758,0.5129570012430804,0.5297433872877804,0.7000660743978955,0.540683504089742,0.3811873433583628,0.48294634288718896,0.3359927127533098,0.2251413995525624,0.298732073975259,0.0
0.39962940086462595,0.5843857634901894,0.29117187047442883,0.45299950146792867,0.4954331314296496,0.17658426966291074,0.4058418580711418,0.6790371113339404,0.21822606210793083,0.5888897443794292,0.6043434966096015,0.40918675557081485,0.6351248530123428,0.5265358262686846,0.39308545709945975,0.6569163939975198,0.592642049325562,0.48284259464248436,0.39246916605409154,0.5251845318230437,0.47149914056090836,0.46532767895708105,0.6369808434003659,0.6926806158704935,0.5221307479768029,0.5516466575333538,0.5805937716631888,0.6556728683044355,0.5842858556403598,0.4633534116918412,0.4646412354240752,0.5326579335360861
0.588803414004218,0.5612596358865005,0.7336789665759227,0.5951365424029404,0.6359484664935451,0.47770786516854,0.4768706169980703,0.28809505439386385,0.4729087134150234,0.22509239297815498,0.493053250509746,0.4572576508805213,0.5681907265223032,0.6914798900631212,0.5351890605738987,0.5144984768136993,0.5432620247989917,0.6167441517231325,0.4908723352119253,0.4381644306206738,0.538055344782201,0.6189971335453635,0.594125521945621,0.6161389656533558,0.7419017109406667,0.37696645518468586,0.5060023729536738,0.5126090936212364,0.4747984657202835,0.30482248129725065,0.49293324924087045,0.6610289660196358
0.40530069066196006,0.32589798261437863,0.2637143022649724,0.5081149947377241,0.5909527930007243,0.19053932584269262,0.4438010680048876,0.6232543785201301,0.15189873417716626,0.34316291961818024,0.5404713357675064,0.5956858722288985,0.43824214336765976,0.3886501761312928,0.34237307571019926,0.7074636127721732,0.5912522141981498,0.49704818832564257,0.6962141631952719,0.46583259830094903,0.7343945986961415,0.3356500569364229,0.6422082682561339,0.6381681800236265,0.596053698757089,0.5984062389799476,0.5276939023089824,0.3627279201161002,0.3971421420547898,0.4488908942050571,0.6418676242681656,0.35902696526623146
0.49255994160253636,0.634683724236055,0.2919249261426131,0.49288206946215496,0.4552446880107368,0.4095056179775298,0.53573956121744,0.5861430445181952,0.23211216038221494,0.45615183246076185,0.5663141922329658,0.2049068216789749,0.4981439210531988,0.568807339449549,0.4978642891952916,0.5266839670540264,0.5461507017304967,0.6140137259243161,0.43547333169971836,0.6043127060025171,0.6247890115675787,0.4650528134448564,0.7367640965161328,0.6769838136596746,0.5361044914933046,0.5170205063710398,0.6302408281341627,0.6101290234983594,0.4099198519268725,0.44053711889760905,0.5553004924713036,0.5430344094659034
0.4662810938288544,0.5489585041824228,0.5783467531714876,0.466681437988143,0.5139890395153941,0.4228089887640323,0.42514315125779945,0.6770310932797656,0.10043980086176418,0.46685401909459756,0.5295177580728989,0.23930016527043563,0.5204629821770652,0.4676189370184005,0.23231946793565328,0.6663657903643951,0.5794522414497862,0.262452955501459,0.4094993057256957,0.6114850749733165,0.38165291047899075,0.5666548867161438,0.3006566155611168,0.7711172522700309,0.5820569909948716,0.5612959801770785,0.506593944968813,0.5321542740130667,0.4606983417439494,0.5235814495047322,0.2523626900631015,0.6109188247943678
0.46319276770157103,0.5379148214969973,0.2437293633783213,0.4385974630254452,0.5075473512161466,0.1939550561797745,0.44926976774107175,0.6524187948461986,0.16533833411466503,0.44159993840466427,0.5415619517283403,0.5509488801504432,0.4953540384127564,0.531916540858532,0.22635667803798754,0.5255274737673403,0.5846845619294925,0.505276363368047,0.5578493833210771,0.5043173483125116,0.6455858897130682,0.5756665488671686,0.34121697000601614,0.303924200552693,0.566729400810658,0.5092701529474084,0.5321081960219658,0.5662726719381794,0.445548784391832,0.3607880058459969,0.363885457858494,0.6199930647201413
