cape,cin,dewpoint_2m,temp_2m,tcwv,surface_pressure,shear_0_1km,shear_0_3km,cin_missing
0.5098656168838699,0.1975194972915791,0.8822064210765168,0.7064638082204819,0.41382299693058683,0.9204277545491255,0.5867676922681543,0.5553687075697104,0.0
0.010660060587421446,0.3259639382633672,0.7632709812439442,0.8193225843746905,0.21024811693551604,0.6707566462167689,8.745769336874327e-05,0.16355824926006565,0.0
0.0,0.0,0.6537964173663715,0.6662991658310364,0.36324564347475646,0.9552551027053782,0.25243469974933747,0.22170945544324192,1.0
0.0024958690125531846,0.0,0.6465922475929071,0.5735710728732242,0.1906714991955969,0.9704984825394347,0.49740856183973375,0.3599957878164905,1.0
0.0,0.0,0.5471918146223027,0.4961495534449236,0.2215551975777047,0.8677488179438084,0.7185783874651891,0.15105238365221538,1.0
0.08835071006597747,0.34256048446818904,0.6972717809067897,0.47331135381111444,0.328121937328307,0.8835434332382479,0.7848502906923401,0.061779517594044875,0.0
8.803937726813813e-05,0.0,0.6161231120572586,0.4467356782355125,0.3564985355659365,0.9041887121774583,0.5873122731658318,0.16937842329925967,1.0
0.1256515830994689,0.2553706041819484,0.8405933354225423,0.7549980995244656,0.3056694102650089,0.8558602633738426,0.16102150111764973,0.11969789115007226,0.0
0.055441488781369355,0.08661671940920325,0.8440873577626737,0.6914806555771591,0.6047368442242673,0.8806372031834111,0.24712053633194994,0.04250354524372161,0.0
0.0008457223512572355,0.0,0.6364829963582919,0.45700202440316406,0.16059125267155488,0.8434527763666915,0.367077178553003,0.3001746032489808,1.0
0.0038718133946232555,0.0,0.714468134156049,0.5193376219345858,0.20951804937344398,0.7875247808474333,0.16181675507967572,0.07433478741956262,1.0
0.09869209754289672,0.1954253757121246,0.5155375931589203,0.7441982600258585,0.27575598913411,0.4228986753155408,0.023557429352047937,0.656118504619634,1.0
0.04859099129972154,0.1954253757121246,0.7542045335840379,0.6097685198129295,0.39827284101329147,0.8480866971461323,0.15434569447789806,0.10936165963623688,1.0
0.0028848986501397982,0.0,0.5071627457972676,0.5445017315863563,0.13755483673225571,0.9259724121761557,0.20445838349909373,0.009193398906033283,1.0
0.0053093609347036564,0.0,0.7884657639841928,0.5570826529278277,0.38254665717055786,0.8620051320125568,0.21034142172564593,0.21429892435572429,1.0
0.0,0.0,0.6756421616831831,0.7336719680992143,0.3851474343745522,0.8316715511963841,0.05920102679197398,0.32177924192917506,1.0
0.31245825821192025,0.21875323208071687,0.7815245464074616,0.5576448611972769,0.3621146758519344,0.6928623344144427,0.08380740253284667,0.2234678407522646,0.0
0.20160828062409505,0.10508127490584915,0.8306191623711809,0.7266942380453285,0.382640806154807,0.7826730751696562,0.3297871638180515,0.14322964499501684,0.0
0.03872779653413585,0.020835953515273745,0.7980112889340356,0.6288911575369536,0.5609924889786773,0.8336211949513501,0.08894245445432444,0.40808435131951243,0.0
0.06441044117431276,0.9741616798485352,0.7711172226484697,0.7975445704963073,0.37936635639434346,0.7871433967670929,0.1633760929940612,0.3384335082921615,0.0
0.007249760568985243,0.0,0.6088225865130719,0.4114011907631596,0.4188796704455204,0.9169973818920716,0.6151270866289539,0.06817802474051064,1.0
0.0,0.0,0.444828666832362,0.7702789807405885,0.08171621564205442,0.8364461464316881,0.2910897570862421,0.08900243238483643,1.0
0.002697034256311027,0.0,0.792307387515895,0.6272997454194007,0.38840937812958914,0.9718270746225888,0.6683735079329952,0.4986294808771584,1.0
0.0,0.0,0.4551702525421719,0.41282182456230476,0.19341880902921205,0.9593070480507473,0.7153462915177642,0.3227009676363444,1.0
0.0010170411117932652,0.0,0.7707489094688009,0.5807452735589065,0.34259634081655044,0.9266653641254088,0.6740874238825988,0.450725620094547,1.0
0.016436903293595703,0.17969791404648472,0.7568952909944278,0.4944553720738156,0.44022105072478573,0.9399419066598935,0.3992084645874077,0.3383061776674426,0.0
0.03249641097538637,0.6456939145505638,0.7596346765507862,0.7460617084028218,0.4273150890869279,0.9153504487254636,0.6447458622271829,0.6721815911273862,0.0
0.0,0.0,0.055796294895485765,0.46448453284951174,0.0949922842518289,0.8538460135724799,0.20349337359478195,0.04467994054919728,1.0
0.00042013952821307043,0.0,0.6270473349974965,0.5858172384843652,0.3221280212934799,0.9541505477185992,0.45085039366071017,0.41469384046973534,1.0
0.0014928827736758476,0.0,0.5417103419459179,0.5048305327452312,0.34663200517146925,0.9034092714886746,0.6663023716549941,0.45255623164810305,1.0
0.08540153884311526,0.6391082519853134,0.7189887506888963,0.6556036068985369,0.37268461006105486,0.8994610084274419,0.44684534291687733,0.1246907369282769,0.0
0.344952627951745,0.3353801504304504,0.7913942589971077,0.5892025786014763,0.6484186694427245,0.844850142628268,0.2071617424589902,0.46362994358317605,0.0
1.9820693134963894e-05,0.0,0.7526745480283994,0.650375976780194,0.4311294207420329,0.8708077058340824,0.46923435454928497,0.4127117068276719,1.0
0.01671348516536493,0.1954253757121246,0.750885212360914,0.8037802460870225,0.25771454255089454,0.8118593776457872,0.09328801580366808,0.07817887218663391,1.0
0.0007876210955601174,0.0,0.6388153463224517,0.8913124464900894,0.3698422073937245,0.6268036940070076,0.013661586196208117,0.05891285655860999,1.0
0.04351775176776917,0.18472626284610877,0.8871322721591257,0.6497865648848036,0.7320921044293336,0.8932244408841652,0.41460150955857644,0.12442546124467638,0.0
0.001982779308474358,0.0,0.704755112258975,0.5825724504346157,0.37952610291649047,0.8960869055527336,0.45213307640335254,0.08995888348668152,1.0
0.0,0.0,0.7300201356545175,0.562199957229855,0.24990277244424997,0.8519724382269809,0.31240138667405265,0.03805284910274113,1.0
0.029184221539022982,0.0899968168711852,0.8724717866701246,0.6103745561463949,0.6034911988913072,0.9578575801388509,0.3717318068882012,0.5612151379028839,0.0
0.0002690289304020323,0.0,0.63464233098117,0.5133513129149971,0.3531570724933758,0.8862136428171361,0.6165401852701153,0.5688798912446971,1.0
0.0010422726276582805,0.804155238280287,0.7856165148387886,0.7039625859464556,0.33327063616619085,0.9116637359488364,0.1202116312047847,0.0372047449615854,0.0
0.09769480605540518,0.0999640360416538,0.8754200931499136,0.6622972101925937,0.6093763362751599,0.9817618173055633,0.47747038435230926,0.2763115561293663,0.0
0.0,0.0,0.6578541659912736,0.484974908433351,0.27152164446656524,0.9626530160342828,0.5630699254482833,0.42466940554658306,1.0
0.07024974310015047,0.1954253757121246,0.5667556381633689,0.710275338477337,0.28528414949496017,0.2740213356258061,0.024174575658522022,0.034735987927524185,1.0
0.2880186631646559,0.05595194567493627,0.882099259051139,0.7081534556539335,0.4798230866257814,0.8575337683821136,0.5359770903847465,0.28583482063132265,0.0
0.12125155932647037,0.06898088666705827,0.970828515544798,0.6848308803471177,0.8227363396482419,0.9689479374259182,0.6003486627578491,0.45291458202934914,0.0
0.0008188608745907471,0.0,0.7145870029573116,0.46757516701892676,0.2677776295966889,0.9889044325479008,0.47154459087925726,0.010597497733430885,1.0
0.1958135382789059,0.18002586041126625,0.7795911273445073,0.6789805894572343,0.3150149357541578,0.7204866294139869,0.23334479780467093,0.36229534767409904,0.0
1.3608237077736404e-05,0.0,0.7216029637954451,0.5053564695134254,0.30618451611116376,0.8415625284930903,0.5084758871431597,0.033474747042044325,1.0
0.008682486059840271,0.0,0.753163531051773,0.6063967815087885,0.3905526243048641,0.8891506128456621,0.27424020809543437,0.08770901511797954,1.0
0.0240546354004206,0.1954253757121246,0.7880001945125832,0.5623858486737854,0.5413019014157197,0.9278835007098851,0.82723977331291,0.7990046734717323,1.0
0.570375412211251,0.32068365975465807,0.9075903132733218,0.7766370726480387,0.48783660455581684,0.8342693394813283,0.40570944745002174,0.27743047339704674,0.0
0.0015685564050776947,0.0,0.5489541346531377,0.53857965335024,0.3974639620207953,0.7774545738736274,0.42858371096892023,0.10526967732309532,1.0
0.0,0.0,0.5317541793189902,0.5339134758450692,0.0,0.9603407447930916,0.16439767328119795,0.06015725728282892,1.0
0.00015752193104227026,0.0,0.6517972602542352,0.48102887135934225,0.31231340261965124,0.8721962148151046,0.2795307355056556,0.16055199890559851,1.0
0.009689101778253422,0.0,0.6637624857267381,0.45517560318373107,0.4309406508488017,0.8453576127023825,0.7386549504043848,0.2461522773587294,1.0
0.14305079398738388,0.4110392062059966,0.92450660442264,0.8012412409991887,0.46873214751134257,0.9747755070141846,0.41723009742015876,0.12821229553394747,0.0
0.010367969762852211,0.0,0.6875677642219324,0.5271828453934813,0.3648372096370629,0.8712500488452974,0.6047368860991388,0.840542503293928,1.0
0.14332372789016473,0.22781628451548414,0.9073831933923353,0.751029392762173,0.635776749693024,0.8673794172430411,0.3018815789657694,0.03216279972196898,0.0
0.12333013618650339,0.1954253757121246,0.7381554443712028,0.9246716484566093,0.33455096796703215,0.597422531358681,0.0034159495835957053,0.13817884634896174,1.0
