0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.39823008849498365,0.6286329386434772,0.0043589407446091855,0.43068640646060885,0.4593837535021521,0.016083471179527464,0.54712362301143,0.5599547511310448,0.26427310182464225,0.451851851851643,0.6529774127307064,0.06036911806143053,0.48018063221343255,0.500972132208517,0.024617751706898616,0.3777941537704237,0.30810329474672926,0.05707491082048932,0.5479326537624729,0.4133507853400715,0.015035233377545865,0.4958663352026349,0.017539876255796116,0.0032407871437811764,1.0,1.0,0.0002467536473176324,0.32755320904198015,0.6189959097982864,0.31731649276889584,0.5778430136338102,0.44736393106961714,0.36155633293043365,0.09995401753695887,0.8991552773124454,0.9619162850773648
0.4380530973462555,0.4833153928939282,0.998951232302062,0.44279946164078865,0.3725490196093233,0.30741824659632755,0.2962056303558711,0.1911764705873793,0.06328652708882032,0.6264550264563695,0.6314168377825808,0.06727247111862766,0.3517310587060365,0.5255994815279337,0.17956854825784774,0.3755833947428755,0.24732858414961356,0.05136081384598867,0.5643110754782583,0.39659685863841787,0.07423428451828329,0.5041336647974219,0.003462564568280868,0.7692359092579721,1.0,1.0,0.7697480028376589,0.5475334103282421,0.46174032649196306,0.2237018732071192,0.4073213019146351,0.3458852300518629,0.29041011783164095,0.09978628276613222,0.9044440525527335,0.975805228000354
0.2809734513280091,0.5403659849293945,1.0,0.7429340511439477,0.6862745098042069,1.0,0.27906976744134226,0.6493212669688546,0.05995123181708095,0.24867724867817742,0.5718685831629955,0.020322626091896723,0.8013045659813542,0.3253402462728445,0.018719748693754923,0.998771800540112,0.4042742653607547,0.11233320121547763,0.025541175123123594,0.8062827225128899,0.2582501918649456,0.011215817771756065,0.3482431742067149,0.3145234038288578,0.0,0.3894114809455118,0.32525215138335284,0.6957267777593188,0.6571650921200671,0.36759411800630915,0.027031286941337385,0.5711141443439374,0.954064983645992,0.1596965157439456,0.13295300238075924,0.03812845521508734
0.35066371681386954,0.44671689989218066,0.9998689040377684,0.5881561238220456,0.49579831932715024,0.9999491029393113,0.38433292533773056,0.42647058823649786,0.0579332380392259,0.3883597883609582,0.6129363449681478,0.017364046210204265,0.6126442548923023,0.4951393389483201,0.014809116261162103,0.5553917956275427,0.3613089937667837,0.3451248513674017,0.4462260909402289,0.8755235602093308,0.015872462150312572,0.08319361739029318,0.03525004257247133,0.010657846380070168,0.0,0.7768531918315773,0.1179790876283846,0.15579937304096347,0.534911499619966,0.3585179083527237,0.4708014815980732,0.41089120172898674,0.7819981732112637,0.05832109062305335,0.4828815801075592,0.026124440260076653
0.2732300884954384,0.47147470398340374,1.0,0.47375504710680616,0.47338935574225616,1.0,0.4320685434513507,0.6312217194563345,0.013060904173386234,0.05820105820112076,0.48151950718693115,0.01387714849255417,0.22579026593029994,0.576150356447215,0.012116549668178322,0.15155981331326984,0.06455921638485052,0.21809353943716303,0.8173176039400118,0.7318062827221752,0.044268471359842465,0.09597039949122177,0.08225009933590854,0.10744712839530735,0.0,0.20147933751403002,0.42904290429041225,0.6226695264801947,0.60953053172625,0.47260357556888266,0.373236661675719,0.08812489336298768,0.5164088822857593,0.2620595516275728,0.028662375451915523,0.027630048358446402
0.5353982300907774,0.5113024757811218,0.9263568432092342,0.5074024226096299,0.45098039215918106,0.2486321414937862,0.6548347613229453,0.4875565610850572,0.03758513411257525,0.37354497354544947,0.6663244353189839,0.013665821358117114,0.45107877571535937,0.3882047958518342,0.02413693624387747,0.4627855563742287,0.304318788958426,0.11844365173732285,0.5454128965754421,0.40104712041863877,0.09108351357012623,0.5051164941897355,0.0078333427938162,0.21188734088404715,1.0,1.0,0.9658863082569269,0.6006764560299871,0.5604481123536971,0.5287998047467681,0.5099495626134285,0.3116078029916025,0.36553206165592655,0.07180494181338304,0.9048337889075242,0.9358249137290784
0.5785398230118517,0.5780409041985877,1.0,0.5275908479143254,0.14705882352882327,1.0,0.3794369645052029,0.46606334841635544,0.03511869727294936,0.2984126984119939,0.42607802874817935,0.014792899408263338,0.3396889111886594,0.48801036941040365,0.023207359682032802,0.35986244166042525,0.2963045414073804,0.10338221693749006,0.6221509563625318,0.8391361256543064,0.006139677666936905,0.06527143435278049,0.02208094454212528,0.012896328221614795,0.0,0.24662325132649698,0.4043058511458639,0.34627949183322926,0.3271799326746532,0.3443315638535296,0.6019780912597525,0.2800090996986455,0.6534142375810461,0.11593364643826476,0.04788554801169198,0.04394080275756096
0.36504424778968314,0.3875134553290991,0.8575314630309521,0.6258411843868998,0.5168067226904896,0.4303600967044048,0.3194614443091268,0.3065610859721346,0.15712323775895243,0.36719576719588076,0.3418891170445022,0.0765356438433713,0.3903662819868714,0.4556059624101181,0.07587268006534487,0.4696634733480778,0.31990204808596445,0.12987184568636678,0.5490779979384115,0.38743455497376544,0.24991278866951916,0.504596172746659,0.003519327921878812,0.671577962647433,1.0,1.0,0.8730144042441736,0.46967497112700585,0.38169182321666995,0.13399231191647232,0.23319410513045113,0.34487288858565535,0.3448120340647165,0.08566764222754841,0.9061211533375086,0.9534292461455038
0.4059734513298281,0.5274488697518791,0.9709950183534204,0.524899057872517,0.47759103641328693,0.9033973788013441,0.386780905753767,0.41515837104043385,0.2999243252334054,0.44126984127024116,0.9188911704318343,0.048534798534831225,0.3587556447564566,0.4711600777691274,0.021732858928729115,0.412183738638646,0.3247996438115024,0.013542079534957452,0.5648837475661139,0.3909685863873733,0.1961557245517298,0.5011273631265283,0.008173922915375442,0.519060505830069,1.0,1.0,0.9843311433946837,0.6290216135948867,0.18737105005925514,0.4948288486175443,0.8167310268734127,0.3662003071148092,0.33661801547083314,0.09109877842817582,0.903296887399776,0.9707826438789198
0.4181415929228933,0.6523143164686189,1.0,0.3849259757726031,0.12605042016912194,1.0,0.3953488372121683,0.5192307692304894,0.05058998290314776,0.6783068783070121,0.6745379876792867,0.030008453085415,0.7456096337170948,0.33765392093255286,0.052152450556164354,0.8184721198718989,0.7860641139806148,0.24775399656495267,0.12908028862665333,0.7138743455495842,0.07214121258637363,0.016534659189431977,0.18028041096661696,0.08329157061241688,0.0,0.6238543174144127,0.20057987107117015,0.4950173238737534,0.6071234661742437,0.4216090060406259,0.46463472298819397,0.784376955013272,0.8073723427236814,0.06487576059041089,0.3176483555242413,0.062311555833986176
